NHD_new,VALUE_11,VALUE_21,VALUE_22,VALUE_23,VALUE_24,VALUE_31,VALUE_41,VALUE_42,VALUE_43,VALUE_52,VALUE_71,VALUE_81,VALUE_82,VALUE_90,VALUE_95,SUM,LDI_streams_no_water,LDI_streams,LkAcres,Perimeter,BASIN_NAME,M_BASIN_ID,M_BAS_NAME,PWL_ID,NAME,BASIN,Ws_Acres,LAKE_ID,Location_I,Long,Lat,Region,County,Type,LocType
W04140102001253,60300,17100,0,0,0,1800,27900,169200,1800,900,24300,1800,0,83700,900,389700,1.542868852,1.458870926,6.788489903,725.7862128,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs., , , ,446.0780945,,,0,0,0,,,
W04140102001251,59400,0,0,0,0,1800,3600,67500,0,900,24300,0,0,0,900,158400,1.733909091,1.458699495,17.4631,1300.876434,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs., , , ,297.1664124,0303UWB5119,0303UWB5119_C,-75.9722977,43.467701,7,Oswego,Lake,Centroid
W02020004002945,1003500,202500,32400,0,0,0,297900,1563300,205200,900,48600,309600,2700,1350900,200700,5218200,1.565718556,1.456926718,526.317,10935.81693,Mohawk River Main Stem,12,Mohawk River Basin,1201-0110,Galway Lake (Amsterdam Reservoir),Mohawk River,5975.444336,1201GAL0563,1201GAL0563_C,-74.074501,43.0307007,5,Saratoga,Lake,Centroid
W02020004002929,677700,190800,52200,6300,0,0,609300,470700,498600,1800,16200,14400,0,846000,99000,3483000,1.566381136,1.456178582,540.621,12067.83572,Mohawk River Main Stem,12,Mohawk River Basin,1201-0144,West Caroga Lake,Mohawk River,4857.958008,1201ECA0697,1201ECA0697_C,-74.4800034,43.1278,5,Fulton,Lake,Centroid
W02020004002950,50400,7200,900,0,0,0,6300,50400,900,0,1800,0,0,0,0,117900,1.782,1.447718405,18.461,1785.211053,Mohawk River Main Stem,12,Mohawk River Basin,1201-0136,Mud Lake,Mohawk River,204.4635162,1201MUD0685,1201MUD0685_C,-74.4176025,43.0880013,5,Fulton,Lake,Centroid
W04130001001224,29700,0,900,0,0,0,13500,0,9000,0,0,5400,2700,0,7200,68400,1.779767442,1.44119883,7.379225512,684.2668108,Lake Ontario Western Section,3,Lake Ontario & Minor Tribs., , , ,24.7046738,0301UWB5407,0301UWB5407_C,-77.9384995,43.3538017,8,Monroe,Lake,Centroid
W02020004003027,107100,18900,5400,0,0,0,165600,54000,126900,0,900,35100,0,43200,0,557100,1.54482,1.44008257,37.6994,1750.739602,Mohawk River Main Stem,12,Mohawk River Basin,1201-0198,Ilion Reservoir No.3,Mohawk River,894.8917236,1201UWB0940A,1201UWB0940A_DH,-75.03135701,42.98659896,6,Herkimer,Lake,Deep Hole
W02020005000800,48600,4500,0,900,0,0,13500,7200,22500,0,7200,18000,0,99900,3600,225900,1.559543147,1.439167773,22.8183,1455.889766,Schoharie Creek *,12,Mohawk River Basin,1202-0042,Echo Pond,Mohawk River,383.8304749,1202ECH0605,1202ECH0605_C,-74.1939011,42.7081985,4,Schoharie,Lake,Centroid
W04130001001323,57600,0,0,0,0,900,28800,0,0,0,0,900,9900,900,1800,100800,2.020833333,1.437509921,17.656,1183.409751,Lake Ontario Western Section,3,Lake Ontario & Minor Tribs., , , ,64.9912033,,,0,0,0,,,
W02020005000838,79200,31500,7200,0,0,900,149400,50400,177300,0,900,11700,0,90000,35100,633600,1.49400974,1.432260101,10.2569,1070.180356,Schoharie Creek *,12,Mohawk River Basin, , , ,653.4367065,1202WOO0607,1202WOO0607_C,-74.0777969,42.5828018,4,Albany,Lake,Centroid
W04140102001255,209700,482400,54000,1800,900,4500,4093200,1732500,492300,135000,138600,614700,63000,4782600,303300,13108500,1.436980184,1.429989778,13.1364,1716.264281,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs., , , ,16007.60254,0303UWB0029,0303UWB0029_C,-76.1490021,43.4919014,7,Oswego,Lake,Centroid
W02020005000911,102600,90000,21600,3600,0,2700,282600,323100,671400,0,19800,3600,0,308700,28800,1858500,1.440502307,1.416184557,20.3907,1475.03315,Schoharie Creek * (w/I NY watershed),12,Mohawk River Basin,1202-0070,Lake Rip Van Winkle,Mohawk River,1737.565674,1202RIP0656A,1202RIP0656A_C,-74.1276016,42.1916008,4,Greene,Lake,Centroid
W04120104015109,132300,9900,9900,1800,0,0,0,0,0,0,1800,33300,0,32400,335700,557100,1.541504237,1.412909711,249.208,7695.809369,Tonawanda Creek,1,Lake Erie-Niagara River Basin, , , ,625.6575928,,,0,0,0,,,
W02020005000818,40500,0,0,0,0,0,16200,0,1800,0,0,12600,0,13500,0,84600,1.782857143,1.408096927,8.195733823,808.9481083,Schoharie Creek *,12,Mohawk River Basin, , , ,89.3407669,1202UWB5153,1202UWB5153_C,-74.6511993,42.7299995,4,Schoharie,Lake,Centroid
W04130001001395,15300,1800,2700,1800,0,0,3600,0,1800,0,0,900,0,0,76500,104400,1.475656566,1.405957854,12.4654,1188.610601,Lake Ontario Western Section,3,Lake Ontario & Minor Tribs., , , ,112.1409073,0301UWB5304,0301UWB5304_C,-77.7293015,43.3093987,8,Monroe,Lake,Centroid
W04120101000808,117900,161100,37800,3600,900,7200,2122200,352800,1458000,8100,1800,199800,0,45900,26100,4543200,1.416286353,1.40548358,49.0983,2595.826368,Lake Erie West End (Silver Creek to Pa. Line),1,Lake Erie-Niagara River Basin,0105-0021,Fredonia Reservoir,Lake Erie-Niagara River,3431.114502,0105FRE0160,0105FRE0160_C,-79.3110962,42.3919983,9,Chautauqua,Lake,Centroid
W02020004002873,82800,35100,8100,0,0,0,141300,70200,40500,1800,0,2700,0,277200,7200,666900,1.461278891,1.404009597,25.0019,1218.655423,Mohawk River Main Stem,12,Mohawk River Basin,1201-0169,Stoner Lakes,Mohawk River,999.8217773,1201EST0723,1201EST0723_C,-74.5128021,43.233799,5,Hamilton,Lake,Centroid
W04120104001052,749700,9000,4500,6300,18900,1800,0,0,0,0,0,8100,0,0,0,798300,7.546666667,1.398558186,782.237,7201.172099,Niagara River Main Stem,1,Lake Erie-Niagara River Basin, , , ,1911.173584,,,0,0,0,,,
W04120101000932,4500,0,0,0,0,8100,70200,9000,29700,0,6300,3600,0,41400,41400,214200,1.402188841,1.393744164,13.2996,1668.733376,Lake Erie West End (Silver Creek to Pa. Line),1,Lake Erie-Niagara River Basin, , , ,634.7401123,0105UWB0176,0105UWB0176_C,-79.6296997,42.2011986,9,Chautauqua,Lake,Centroid
W04120104001221,64800,5400,0,0,0,0,131400,26100,34200,0,3600,13500,16200,50400,900,346500,1.479169329,1.389561328,31.5224,1991.682081,Tonawanda Creek,1,Lake Erie-Niagara River Basin, , , ,591.2927246,0102FAU0021A,0102FAU0021A_DH,-78.289837,42.64061,9,Wyoming,Lake,Deep Hole
W04120104001220,183600,12600,900,900,0,0,154800,26100,34200,0,4500,13500,18000,50400,10800,510300,1.605647383,1.387744464,44.2824,2093.203893,Tonawanda Creek,1,Lake Erie-Niagara River Basin,0102-0043,Faun Lake,Lake Erie-Niagara River,726.4227295,0102FAU0021A,0102FAU0021A_C,-78.2873993,42.6451988,9,Wyoming,Lake,Centroid
W04120104001049,21600,4500,1800,0,0,1800,40500,0,0,0,0,5400,0,83700,16200,175500,1.430526316,1.37754416,17.8416,1874.94709,Tonawanda Creek,1,Lake Erie-Niagara River Basin, , , ,152.5390625,0102UWB5194,0102UWB5194_C,-78.5033035,43.0808983,9,Erie,Lake,Centroid
W02020004002881,428400,96300,12600,0,0,0,690300,106200,206100,1800,5400,2700,0,321300,9000,1880100,1.464190949,1.358420829,81.8728,2757.974679,Mohawk River Main Stem,12,Mohawk River Basin,1201-0169,Stoner Lakes,Mohawk River,2527.646729,1201STO0721,1201STO0721_DH,-74.51549,43.22855,5,Fulton,Lake,Deep Hole
W04120103000975,52200,0,0,0,0,0,18000,0,0,0,0,13500,0,15300,4500,103500,1.721052632,1.357400966,16.2617,1059.874569,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin, , , ,129.8783722,0104ECK5520,0104ECK5520_C,-78.8392029,42.6846008,9,Erie,Lake,Centroid
W04150102002003,21600,5400,0,0,0,0,12600,4500,3600,900,0,0,0,9900,36900,95400,1.445609756,1.344727463,6.912960209,844.2890385,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs., , , ,122.2518311,,,0,0,0,,,
W02020004003034,320400,36000,19800,5400,0,900,310500,11700,109800,0,13500,17100,0,504900,3600,1353600,1.447709059,1.341736111,120.657,4303.080694,Mohawk River Main Stem,12,Mohawk River Basin,1201-0113,Mariaville Lake,Mohawk River,2046.263916,1201MAR0570,1201MAR0570_DH,-74.13386,42.8261,4,Schenectady,Lake,Deep Hole
W02020004002973,3880800,1033200,177300,14400,0,19800,4208400,5621400,3366900,26100,111600,168300,0,5651100,437400,24716700,1.39641441,1.334172928,32.4653,2503.978065,Mohawk River Main Stem,12,Mohawk River Basin, , , ,33152.89844,1201GAR0683A,1201GAR0683A_C,-74.5201035,43.0409012,5,Fulton,Lake,Centroid
W02020005000855,185400,74700,900,0,0,0,418500,318600,284400,0,4500,0,0,86400,3600,1377000,1.38510574,1.333255628,17.8963,1153.960774,Schoharie Creek *,12,Mohawk River Basin,1202-0006,"White Birch Pond, Fawn Lake",Mohawk River,1586.177979,1202FAW0605B,1202FAW0605B_C,-74.1679001,42.5621986,4,Albany,Lake,Centroid
W02020005000864,57600,0,0,0,0,0,27900,0,0,0,18900,0,0,27000,5400,136800,1.575113636,1.332967836,30.0053,1403.358419,Schoharie Creek *,12,Mohawk River Basin,1202-0049,Rossman Fly,Mohawk River,142.6785736,1202ROS0616,1202ROS0616_C,-74.5310974,42.5965004,4,Schoharie,Lake,Centroid
W02020004002940,124200,71100,9000,0,0,0,152100,856800,151200,900,34200,75600,0,819000,90000,2384100,1.340557547,1.322816576,39.3898,2530.697178,Mohawk River Main Stem,12,Mohawk River Basin,1201-0111,Lake Butterfield,Mohawk River,2636.141113,1201BUT0564,1201BUT0564_C,-74.0915985,43.0513992,5,Saratoga,Lake,Centroid
W02020004003029,144900,18900,13500,2700,0,900,264600,1800,100800,0,3600,10800,0,252000,1800,816300,1.389892761,1.320684797,39.2348,1896.590358,Mohawk River Main Stem,12,Mohawk River Basin,1201-0113,Mariaville Lake,Mohawk River,952.5737305,,,0,0,0,,,
W04140102001270,53100,14400,0,0,0,0,113400,64800,34200,900,1800,19800,22500,331200,53100,709200,1.342030178,1.31642273,7.883552581,1269.636305,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs.,0303-0088,Grays Millpond,Lake Ontario,1122.928223,0303GRA0037,0303GRA0037_C,-76.1675034,43.4031982,7,Oswego,Lake,Centroid
W02020004002952,69300,7200,900,0,0,900,80100,101700,23400,0,19800,11700,0,88200,25200,428400,1.375413534,1.314687208,15.3924,1409.670482,Mohawk River Main Stem,12,Mohawk River Basin, , , ,521.5940552,1201UWB0685E,1201UWB0685E_C,-74.4259033,43.0797005,5,Fulton,Lake,Centroid
W02020005000851,227700,81900,900,0,0,0,526500,343800,363600,0,4500,0,0,86400,3600,1638900,1.355382653,1.306008298,11.9034,941.2231967,Schoharie Creek *,12,Mohawk River Basin,1202-0006,"White Birch Pond, Fawn Lake",Mohawk River,1848.870117,1202WHI0605A,1202WHI0605A_C,-74.1568985,42.5657997,4,Albany,Lake,Centroid
W04140101000949,20700,0,0,0,0,0,23400,0,0,0,900,6300,0,8100,4500,63900,1.449791667,1.304100156,7.80504525,768.3271882,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs., , , ,44.050293,0302UWB5262,0302UWB5262_C,-77.5354996,43.0045013,8,Monroe,Lake,Centroid
W02020004002836,76500,41400,0,0,0,0,388800,130500,92700,900,2700,0,0,106200,1800,841500,1.330082353,1.300076055,10.2493,1262.34913,West Canada Creek,12,Mohawk River Basin,1203-0038,Lake Gay,Mohawk River,604.6759644,,,0,0,0,,,
W02020004002767,14400,0,0,0,0,0,45000,59400,44100,0,23400,0,0,1800,0,188100,1.324663212,1.299813929,9.987355209,1306.939907,West Canada Creek,12,Mohawk River Basin,1203-0071,Minor Lakes Trib to Metcalf Brook,Mohawk River,172.6773376,1203FAR0896A,1203FAR0896A_C,-74.6764984,43.4580994,5,Hamilton,Lake,Centroid
W02020004002966,3755700,910800,135000,11700,0,2700,3889800,5055300,3245400,26100,108000,102600,0,5467500,433800,23144400,1.357414938,1.29941636,34.0394,2640.212741,Mohawk River Main Stem,12,Mohawk River Basin,1201-0133,Rockwood Lake,Mohawk River,31213.06836,1201ROC0685A,1201ROC0685A_C,-74.5031967,43.0653,5,Fulton,Lake,Centroid
W02020005000893,58500,37800,5400,900,0,0,152100,135900,454500,0,1800,0,0,46800,5400,899100,1.319946467,1.299130241,14.9339,1373.326307,Schoharie Creek * (w/I NY watershed),12,Mohawk River Basin,1202-0061,Silver Lake,Mohawk River,852.5513306,1202SIL0647B,1202SIL0647B_C,-74.1672974,42.3258018,4,Greene,Lake,Centroid
W02020005000806,46800,9900,0,0,0,0,275400,15300,10800,0,0,35100,0,115200,14400,522900,1.32510397,1.296008797,29.9631,1458.491654,Schoharie Creek *,12,Mohawk River Basin,1202-0009,Engleville Pond,Mohawk River,606.9118652,1202ENG0589,1202ENG0589_C,-74.652298,42.757,4,Schoharie,Lake,Centroid
W04140102001162,51300,2700,0,0,0,0,27000,5400,4500,0,14400,0,0,56700,9900,171900,1.420298507,1.294874927,31.0561,2550.339396,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs., , , ,258.2584839,0303UWB1038C,0303UWB1038C_C,-75.7893982,43.7486992,6,Jefferson,Lake,Centroid
W04140101000944,20700,0,0,0,0,0,59400,0,1800,900,900,9900,0,9000,0,102600,1.368901099,1.294483431,9.897155946,849.1233274,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs., , , ,134.5844421,0302UWB5294,0302UWB5294_C,-77.4651031,43.0273018,8,Ontario,Lake,Centroid
W04140102001273,296100,259200,20700,900,0,0,1647000,1098000,272700,139500,32400,64800,69300,3600000,488700,7989300,1.301244736,1.290080107,7.675582152,765.0302116,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs., , , ,12646.89551,0303CAR0054,0303CAR0054_C,-76.1173019,43.3768997,7,Oswego,Lake,Centroid
W02020005000897,97200,238500,11700,900,0,900,2548800,1092600,3300300,13500,35100,230400,0,147600,23400,7740900,1.291711998,1.288049193,7.00696261,782.8349162,Schoharie Creek * (w/I NY watershed),12,Mohawk River Basin, , , ,6014.669922,1202BAT5450,1202BAT5450_C,-74.1745987,42.2882996,4,Greene,Lake,Centroid
W04120102000764,75600,0,0,0,0,0,34200,3600,9900,900,900,13500,0,5400,0,144000,1.585921053,1.278319444,31.3945,1531.532355,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin, , , ,253.317688,0104UWB5614,0104UWB5614_C,-78.898201,42.3488998,9,Cattaraugus,Lake,Centroid
W04140101000907,0,9000,0,0,0,0,17100,0,0,0,0,0,6300,241200,0,273600,1.27625,1.276253655,12.3973,915.4640242,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs., , , ,387.6089478,,,0,0,0,,,
W04120101000907,72900,64800,16200,1800,0,0,1107000,60300,424800,8100,900,1800,900,105300,36900,1901700,1.283666339,1.272792764,17.9579,1297.788823,Lake Erie West End (Silver Creek to Pa. Line),1,Lake Erie-Niagara River Basin,0105-0025,Brocton Reservoir,Lake Erie-Niagara River,1948.768799,0105BRO0160K,0105BRO0160K_C,-79.4261017,42.3680992,9,Chautauqua,Lake,Centroid
W04140102001197,20700,21600,0,0,0,0,87300,0,29700,0,0,0,0,237600,72000,468900,1.285301205,1.272708467,19.3385,1530.452797,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs., , , ,575.4202881,0303UWB5137,0303UWB5137_C,-75.9189987,43.5984001,7,Oswego,Lake,Centroid
W02020004002984,11579400,3223800,637200,189000,44100,8100,52139700,30973500,24656400,372600,645300,6158700,636300,35424000,2295000,168983100,1.29185279,1.271853872,210.827,10490.85973,Mohawk River Main Stem,12,Mohawk River Basin,1201-0150,East Canada Lake,Mohawk River,186542.4063,1201ECA0703A,1201ECA0703A_C,-74.7463989,43.0331001,6,Herkimer,Lake,Centroid
W02020005000895,34200,3600,0,0,0,0,99000,11700,33300,0,9900,5400,0,32400,0,229500,1.307050691,1.261298475,7.317415565,806.3281386,Schoharie Creek * (w/I NY watershed),12,Mohawk River Basin, , , ,182.472641,,,0,0,0,,,
W02020004003028,54000,18000,6300,0,0,0,264600,900,100800,0,3600,10800,0,252000,1800,712800,1.28170765,1.260367565,14.9462,1354.705722,Mohawk River Main Stem,12,Mohawk River Basin,1201-0113,Mariaville Lake,Mohawk River,768.9971924,1201MAR0570,1201MAR0570_C,-74.1119003,42.8336983,4,Schenectady,Lake,Centroid
W02020004002902,932400,221400,36000,5400,0,0,2565000,710100,797400,1800,19800,2700,0,1172700,34200,6498900,1.29388844,1.251724292,167.539,4571.386112,Mohawk River Main Stem,12,Mohawk River Basin,1201-0170,Pine Lake,Mohawk River,7137.097168,1201PIN0724,1201PIN0724_C,-74.5127029,43.1973,5,Fulton,Lake,Centroid
W02020004002774,50400,0,0,0,0,0,8100,26100,41400,0,15300,0,0,5400,0,146700,1.382897196,1.25135651,16.688,1250.904452,West Canada Creek,12,Mohawk River Basin,1203-0071,Minor Lakes Trib to Metcalf Brook,Mohawk River,194.0096893,1203SNA0882,1203SNA0882_C,-74.7201004,43.4476013,5,Hamilton,Lake,Centroid
W02020004002968,10969200,3087000,594000,181800,38700,8100,50078700,29849400,24256800,327600,625500,4905000,459000,34671600,2259900,162312300,1.268266759,1.250137075,220.547,11857.34871,Mohawk River Main Stem,12,Mohawk River Basin,1201-0151,Kyser Lake,Mohawk River,177808.0625,1201KYS0704A,1201KYS0704A_C,-74.7705002,43.0681992,6,Fulton,Lake,Centroid
W02020004002921,341100,32400,900,0,0,0,183600,15300,48600,0,2700,0,0,180900,32400,837900,1.410905797,1.243631698,246.33,6059.494941,Mohawk River Main Stem,12,Mohawk River Basin,1201-0175,Pleasant Lake,Mohawk River,1268.263184,1201PLE0745,1201PLE0745_C,-74.5998001,43.1884003,5,Fulton,Lake,Centroid
W02020004002924,77400,6300,0,0,0,0,18000,55800,0,0,900,0,0,3600,0,162000,1.466489362,1.243617284,21.5303,1650.080067,Mohawk River Main Stem,12,Mohawk River Basin, , , ,235.5812683,1201LIL0688,1201LIL0688_C,-74.3744965,43.1421013,5,Fulton,Lake,Centroid
W02020004003021,11700,0,0,0,0,0,0,0,0,0,5400,0,0,30600,7200,54900,1.30125,1.237067395,10.497,1231.845068,Mohawk River Main Stem,12,Mohawk River Basin, , , ,76.6919327,,,0,0,0,,,
W04140101002570,21600,1800,0,0,0,0,14400,0,20700,0,0,10800,0,88200,19800,177300,1.25849711,1.227010716,8.531016339,993.4023145,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs., , , ,185.5428925,0302UWB5264,0302UWB5264_C,-77.5727005,43.0037994,8,Monroe,Lake,Centroid
W04140102001160,12600,0,0,0,0,1800,63000,0,0,0,9900,0,0,55800,20700,163800,1.244940476,1.226105006,9.827712139,1149.435128,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs., , , ,184.2495117,0303UWB5043,0303UWB5043_C,-75.7837982,43.7672005,6,Lewis,Lake,Centroid
W04140102001240,97200,10800,0,0,0,0,163800,139500,35100,0,36000,1800,0,158400,52200,694800,1.260421687,1.223991077,9.260405713,1345.889075,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs.,0303-0074,Bud Lee Pond,Lake Ontario,967.7122803,0303BUD0015,0303BUD0015_C,-75.9798965,43.4954987,7,Oswego,Lake,Centroid
W04140102001259,367200,71100,900,0,0,7200,253800,742500,40500,1800,92700,1800,0,1462500,126900,3168900,1.253279794,1.223931017,79.4412,3800.098777,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs.,0303-0094,Whitney Pond,Lake Ontario,4008.140381,0303WHI0048A,0303WHI0048A_C,-75.9893036,43.4337997,7,Oswego,Lake,Centroid
W04140102001196,108000,360000,6300,0,0,0,7754400,504000,154800,54900,55800,145800,0,3131100,114300,12389400,1.224887146,1.222926857,8.374140601,1112.021219,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs.,0303-0078,Castor Pond,Lake Ontario,11937.80957,0303CAS0021A,0303CAS0021A_C,-75.8486023,43.5929985,7,Oswego,Lake,Centroid
W04140102001265,69300,3600,0,0,0,0,6300,0,2700,0,0,1800,0,33300,900,117900,1.54,1.222603902,22.3871,1192.744457,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs.,0303-0096,Fritz Pond,Lake Ontario,414.3063354,0303FRI0056,0303FRI0056_C,-76.0333023,43.4014015,7,Oswego,Lake,Centroid
W02020004002888,29700,8100,2700,0,0,0,64800,378000,41400,900,29700,5400,0,149400,900,711000,1.224147952,1.214786217,8.582876843,1014.814431,West Canada Creek,12,Mohawk River Basin, , , ,728.0136719,1203SNY0817B,1203SNY0817B_C,-74.9906998,43.3019981,6,Herkimer,Lake,Centroid
W02020004002918,399600,34200,6300,0,0,0,314100,287100,225000,0,13500,0,0,34200,3600,1317600,1.300392157,1.209290376,44.9662,1873.907281,Mohawk River Main Stem,12,Mohawk River Basin,1201-0009,"Green, Otter and Stewart Lakes",Mohawk River,1563.619751,1201GRE0727,1201GRE0727_C,-74.5065994,43.1758003,5,Fulton,Lake,Centroid
W04140102001256,63000,9900,0,0,0,0,45000,21600,1800,900,0,0,0,126900,18000,287100,1.26562249,1.207338906,17.132,1040.569508,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs.,0303-0093,Lake Lorraine,Lake Ontario,217.1517792,0303LOR0052,0303LOR0052_C,-75.9606018,43.4571991,7,Oswego,Lake,Centroid
W04130001001281,30600,0,0,0,0,0,12600,0,0,0,3600,3600,0,25200,16200,91800,1.302941176,1.201971678,22.8594,1901.830979,Lake Ontario Western Section,3,Lake Ontario & Minor Tribs., , , ,53.0321503,0301UWB5581,0301UWB5581_C,-79.0054016,43.1910019,9,Niagara,Lake,Centroid
W02020004002942,2543400,256500,21600,1800,0,1800,1269000,2297700,1017900,19800,54000,9900,0,1661400,204300,9359100,1.272996171,1.198807684,1391.21,19122.93844,Mohawk River Main Stem,12,Mohawk River Basin,1201-0016,Peck Lake,Mohawk River,12031.48633,1201PEC0686,1201PEC0686_C,-74.4132996,43.1105995,5,Fulton,Lake,Centroid
W04140102005386,117900,15300,0,0,0,2700,261900,104400,1800,0,14400,0,0,185400,31500,735300,1.234927114,1.197259622,57.3338,2675.242587,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs.,0303-0085,Moshier Pond,Lake Ontario,1019.948914,0303MOS0031A,0303MOS0031A_C,-76.0037003,43.4664001,7,Oswego,Lake,Centroid
W02020004002851,20700,0,0,0,0,0,52200,16200,4500,0,8100,0,0,900,1800,104400,1.233225806,1.186992337,6.961784659,876.3595428,Mohawk River Main Stem,12,Mohawk River Basin, , , ,116.6759796,1201UWB0752A,1201UWB0752A_C,-74.5708008,43.2743988,5,Hamilton,Lake,Centroid
W02020004003060,34200,2700,0,0,0,0,11700,34200,0,0,1800,0,0,24300,0,108900,1.272048193,1.186620753,9.760609305,1060.692572,West Canada Creek,12,Mohawk River Basin, , , ,613.1229248,1203UWB0800A,1203UWB0800A_C,-75.1305008,43.3396988,6,Oneida,Lake,Centroid
W02020004002934,695700,68400,5400,0,0,0,566100,678600,333000,0,19800,0,0,252000,33300,2652300,1.249199632,1.183834785,134.609,5530.344322,Mohawk River Main Stem,12,Mohawk River Basin,1201-0139,Vandenburg Pond,Mohawk River,3316.43457,1201VAN0689,1201VAN0689_C,-74.3608017,43.1194992,5,Fulton,Lake,Centroid
W04130001001353,111600,1800,4500,900,0,0,2700,0,900,0,1800,0,0,128700,19800,272700,1.310391061,1.183370004,38.1568,1847.246915,Lake Ontario Western Section,3,Lake Ontario & Minor Tribs., , , ,146.2765656,,,0,0,0,,,
W02020004002740,407700,19800,0,0,0,0,52200,249300,49500,0,13500,0,0,22500,12600,827100,1.357060086,1.181056704,816.648,16071.4802,West Canada Creek,12,Mohawk River Basin,1203-0067,"Honnedaga, Baby Lakes, Stearns Mudhole",Mohawk River,3451.120361,1203HON0877,1203HON0877_C,-74.8174973,43.5247002,6,Herkimer,Lake,Centroid
W04140102001279,124200,36900,5400,900,0,2700,183600,20700,5400,12600,1800,63000,9900,1942200,381600,2790900,1.188960513,1.180551793,67.95,3786.594539,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs.,0303-0100,Russ Pond,Lake Ontario,6423.692871,0303RUS0061,0303RUS0061_C,-76.2353973,43.3722,7,Oswego,Lake,Centroid
W04140101000946,209700,8100,5400,0,0,0,20700,5400,9000,0,1800,1800,0,181800,76500,520200,1.296811594,1.177164552,135.812,4195.348162,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs.,0302-0033,Deep Pond,Lake Ontario,929.006958,0302DEE0142,0302DEE0142_C,-77.5705032,43.0229988,8,Monroe,Lake,Centroid
W02020004002737,18900,0,0,0,0,0,37800,54900,5400,0,9900,0,0,9000,0,135900,1.203923077,1.175570272,22.1315,2046.684319,West Canada Creek,12,Mohawk River Basin, , , ,392.6820374,1203STE0877B,1203STE0877B_C,-74.8049011,43.5330009,6,Herkimer,Lake,Centroid
W02020004002753,501300,24300,0,0,0,0,94500,285300,126900,0,19800,0,0,27000,12600,1091700,1.324481707,1.175483191,29.9489,2588.915894,West Canada Creek,12,Mohawk River Basin, , , ,3688.676758,1203BAB0876,1203BAB0876_C,-74.8155975,43.4978981,6,Herkimer,Lake,Centroid
W04120103000934,32400,0,0,0,0,0,45900,0,6300,0,900,6300,0,16200,4500,112500,1.24258427,1.172728889,10.0477,886.0980081,Buffalo River,1,Lake Erie-Niagara River Basin, , , ,46.9835587,,,0,0,0,,,
W04140101000947,209700,11700,5400,0,0,0,39600,5400,9000,0,1800,1800,0,278100,112500,675000,1.243868472,1.168108148,14.0571,1431.841656,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs., , , ,1059.370972,,,0,0,0,,,
W04140102001180,2700,25200,5400,1800,0,0,828900,14400,36900,14400,5400,0,0,380700,36000,1351800,1.1657505,1.165420181,8.845912798,1178.736633,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs., , , ,1082.547363,0303UWB5063,0303UWB5063_C,-75.7680969,43.665699,6,Lewis,Lake,Centroid
W02020005000881,595800,0,0,0,0,3600,11700,6300,22500,0,900,28800,0,0,0,669600,2.455731707,1.160445042,357.429,5101.629889,Schoharie Creek *,12,Mohawk River Basin,1202-0071,Upper Blenheim-Gilboa Reservoir,Mohawk River,557.5939331,1202UBL0630B,1202UBL0630B_C,-74.4276962,42.4435997,4,Schoharie,Lake,Centroid
W04140102001261,81900,3600,0,0,0,0,900,0,0,0,0,0,0,35100,11700,133200,1.415438596,1.160007508,22.8803,1261.10218,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs.,0303-0090,St. Marys Pond,Lake Ontario,303.8370056,0303STM0042,0303STM0042_C,-76.032402,43.4235992,7,Oswego,Lake,Centroid
W04140101000950,320400,22500,5400,0,0,0,73800,25200,66600,0,1800,12600,0,556200,217800,1302300,1.210815765,1.158950319,29.2158,1427.928192,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs.,0302-0032,Quaker Pond,Lake Ontario,1640.449463,0302QUA0141,0302QUA0141_C,-77.5715027,43.0066986,8,Monroe,Lake,Centroid
