COMID,LkAcres,OBJECTID,LAKE_FIN,Permanent_,FDate,Resolution,GNIS_ID,GNIS_Name,AreaSqKm,ReachCode,FType,FCode,PERMIT_BAS,BASIN_NAME,M_BASIN_ID,M_BAS_NAME,POND_NUM,WATER,WATER_ALT,LAKE_ID,PWLID,FDATE,RESOLUTION,GNIS_ID,GNIS_NAME,AREASQKM,REACHCODE,FTYPE,FCODE,WsAcres,VALUE_11,VALUE_21,VALUE_22,VALUE_23,VALUE_24,VALUE_31,VALUE_41,VALUE_42,VALUE_43,VALUE_52,VALUE_71,VALUE_81,VALUE_82,VALUE_90,VALUE_95,VALUE_TOTAL,VALUE_TOTAL_EXCLUDING_WATER
22744075,23.65354012,0,,,,0,,,0,,0,0,,,,,,,,,,9/6/1999,Medium,,,0.096,2.02E+12,LakePond,39004,142.9206171,46,3.852596315,8.542713568,12.73031826,11.89279732,36.34840871,3.350083752,0.167504188,12.2278057,0,5.862646566,5.025125628,0,0,0,643,597
22744073,13.47500456,1190,H-240-14-P503,22744073,9/6/1999,3,,,0.055,2.02E+12,390,39004,1-Dec,Mohawk River Main Stem,12,Mohawk River Basin,503,Murphy Pond,Unnamed Water,1201UWB0503,,9/6/1999,Medium,,,0.055,2.02E+12,LakePond,39004,2730.192971,80,30.73014832,19.96230435,10.33352454,5.867409653,0.442514136,2.351880685,2.917315414,11.91510284,0.024584119,0.139310006,5.211833156,0.245841187,9.497664509,0.360567074,12283,12203
22744071,7.415224059,0,,,,0,,,0,,0,0,,,,,,,,,,9/6/1999,Medium,,,0.03,2.02E+12,LakePond,39004,1493.928928,21,26.40298507,20.55223881,16.3880597,10.34328358,0.776119403,1.194029851,3.850746269,8.52238806,0.014925373,0.208955224,3.746268657,0.074626866,7.611940299,0.313432836,6721,6700
22744059,8.008490722,1419,H-240-P5040,22744059,9/6/1999,3,,,0.032,2.02E+12,390,39004,1-Dec,Mohawk River Main Stem,12,Mohawk River Basin,5040,Unnamed Water,,1201UWB5040,,9/6/1999,Medium,,,0.032,2.02E+12,LakePond,39004,89.1346793,0,29.17705736,5.985037406,0.498753117,0,0,7.481296758,7.980049875,38.90274314,0,1.496259352,2.743142145,5.735660848,0,0,401,401
22742165,12.16072623,1437,H-240-P961A,22742165,11/9/1999,3,,,0.049,2.02E+12,390,39004,1-Dec,Mohawk River Main Stem,12,Mohawk River Basin,961A,Unnamed Water,,1201UWB0961A,,11/9/1999,Medium,,,0.049,2.02E+12,LakePond,39004,266.0203399,2,6.108786611,1.506276151,0.50209205,0,0,20.66945607,2.343096234,0.836820084,1.924686192,0.251046025,27.28033473,38.57740586,0,0,1197,1195
22742159,6.59682231,1334,H-240-207-7-P952,22742159,11/9/1999,3,951458,Graffenburg Reservoir,0.027,2.02E+12,390,39004,1-Dec,Mohawk River Main Stem,12,Mohawk River Basin,952,Graffenburg Reservoir,,1201GRA0952,1201-0202,11/9/1999,Medium,951458,Graffenburg Reservoir,0.027,2.02E+12,LakePond,39004,388.8998111,21,12.83979179,0.4626952,0,0,0,49.27703875,4.222093696,6.593406593,0.2891845,0.1156738,20.70561018,5.205320995,0.2891845,0,1750,1729
22742147,33.93632564,1436,H-240-P955,22742147,11/9/1999,3,,,0.137,2.02E+12,390,39004,1-Dec,Mohawk River Main Stem,12,Mohawk River Basin,955,South Reservoir,,1201SOU0955,1201-0204,11/9/1999,Medium,,,0.137,2.02E+12,LakePond,39004,898.4613792,148,24.62130937,3.799743261,0.667522465,0.025673941,0,45.21181001,8.395378691,11.50192555,1.643132221,1.129653402,2.541720154,0.462130937,0,0,4043,3895
22742143,35.56063855,1434,H-240-P953,22742143,11/9/1999,3,965854,South Reservoir,0.144,2.02E+12,390,39004,1-Dec,Mohawk River Main Stem,12,Mohawk River Basin,953,Unnamed Water,,1201UWB0953,1201-0204,11/9/1999,Medium,965854,South Reservoir,0.144,2.02E+12,LakePond,39004,983.7967857,308,24.0106822,3.690216072,0.655498908,0.024277737,0,44.98664724,8.133042,11.1920369,2.015052197,1.432386502,3.374605487,0.485554746,0,0,4427,4119
22742129,8.332382189,1338,H-240-223-10-P996A,22742129,11/9/1999,3,,,0.034,2.02E+12,390,39004,4-Dec,Oriskany Creek,12,Mohawk River Basin,996A,Unnamed Water,,1204UWB0996A,,11/9/1999,Medium,,,0.034,2.02E+12,LakePond,39004,7932.658828,30,5.063646049,0.681321146,0.042056861,0.005607581,0.005607581,19.94055964,2.170134021,4.17764818,1.014972242,0.686928728,24.67335838,36.68760164,4.52531823,0.325239724,35696,35666
22742101,11.91490765,1337,H-240-222-P955E,22742101,11/9/1999,3,,,0.048,2.02E+12,390,39004,1-Dec,Mohawk River Main Stem,12,Mohawk River Basin,955E,Reservoir,,1201RES0955E,1201-0210,11/9/1999,Medium,,,0.048,2.02E+12,LakePond,39004,2774.014366,7,3.783263867,1.314523886,1.827508817,1.442770119,0,48.98204553,10.62039115,11.72651491,2.252324463,1.306508496,16.07085604,0.200384739,0.456877204,0.016030779,12483,12476
22742079,8.161229188,0,,,,0,,,0,,0,0,,,,,,,,,,11/9/1999,Medium,,,0.033,2.02E+12,LakePond,39004,94.0063482,48,0.8,1.066666667,0.266666667,0,11.46666667,23.46666667,5.866666667,28.26666667,14.13333333,0.8,3.2,9.066666667,1.333333333,0.266666667,423,375
22742053,135.9992378,0,,,,0,,,0,,0,0,,,,,,,,,,11/9/1999,Medium,,,0.551,,SwampMarsh,46600,1102.121988,32,3.166226913,0.142074285,0,0,0,36.73635072,22.56951492,5.987416278,2.212299574,2.963263649,0.182666937,1.78607672,23.84818348,0.405926527,4959,4927
22742031,10.73365372,1422,H-240-P5434,22742031,11/9/1999,3,962843,Rome Reservoir,0.043,2.02E+12,390,39004,1-Dec,Mohawk River Main Stem,12,Mohawk River Basin,5434,Rome Reservoir,,1201ROM5434,1201-0216,11/9/1999,Medium,962843,Rome Reservoir,0.043,2.02E+12,LakePond,39004,79.56773842,56,11.25827815,0.662251656,0.662251656,0,0,49.33774834,0,1.986754967,6.291390728,0.331125828,21.52317881,7.947019868,0,0,358,302
22742027,2396.877521,1416,H-240-P1059,22742027,11/9/1999,3,948285,Delta Reservoir,9.707,2.02E+12,390,39009,1-Dec,Mohawk River Main Stem,12,Mohawk River Basin,1059,Delta Lake,Delta Reservoir,1201DEL1059,1201-0019,11/9/1999,Medium,948285,Delta Reservoir,9.707,2.02E+12,LakePond,39009,94078.32012,11564,3.295401009,0.37082368,0.083295692,0.02064179,0.061925369,53.98775092,11.01470181,4.222581632,0.740433138,1.341230639,15.51776894,3.423137261,5.260013696,0.660294425,423350,411786
22742009,9.760602428,1305,H-240-180-P799-1-P800A,22742009,11/9/1999,3,,,0.04,2.02E+12,390,39004,3-Dec,West Canada Creek,12,Mohawk River Basin,800A,Unnamed Water,,1203UWB0800A,,11/9/1999,Medium,,,0.04,2.02E+12,LakePond,39004,613.1223822,39,1.433823529,0,0,0,0,67.57352941,15.18382353,4.632352941,0,0.330882353,5.404411765,0,5.441176471,0,2759,2720
22741995,2796.170443,1304,H-240-180-P799,22741995,11/9/1999,3,952878,Hinckley Reservoir,11.325,2.02E+12,390,39009,3-Dec,West Canada Creek,12,Mohawk River Basin,799,Hinckley Reservoir,,1203HIN0799,1203-0022,11/9/1999,Medium,952878,Hinckley Reservoir,11.325,2.02E+12,LakePond,39009,237047.3876,32303,1.209369861,0.087778404,0.007927125,0.000483361,0.094545462,58.45964369,16.75107765,13.13949903,0.286343208,0.35130696,0.514876409,0.122677087,8.205637346,0.768834413,1066726,1034423
22741991,10.24928975,0,,,,0,,,0,,0,0,,,,,,,,,,8/24/2009,Medium,950957,Lake Gay,0.042,2.02E+12,LakePond,39004,604.6754243,87,5.998481397,0,0,0,0,63.55353075,12.5284738,8.086560364,0.227790433,0.113895216,0,0,9.415337889,0.075930144,2721,2634
22741971,7.184703591,0,,,,0,,,0,,0,0,,,,,,,,,,11/9/1999,Medium,,,0.029,2.02E+12,LakePond,39004,94.2292259,13,1.946472019,0,0,0,0,62.77372263,21.65450122,0,0,1.703163017,1.216545012,0,8.02919708,2.676399027,424,411
22741955,11.73505714,0,,,,0,,,0,,0,0,,,,,,,,,,11/9/1999,Medium,,,0.048,2.02E+12,LakePond,39004,4310.350517,165,3.411159066,0.296396443,0.098798814,0.010399875,0.015599813,31.14242629,16.65540014,2.880765431,0.343195882,0.592792886,24.25770891,1.03998752,17.41459102,1.840777911,19396,19231
22739375,8.692106534,1354,H-240-89-12-P673,22739375,11/9/1999,3,970342,Maylender Pond,0.035,2.02E+12,390,39004,1-Dec,Mohawk River Main Stem,12,Mohawk River Basin,673,Maylender Pond,,1201MAY0673,,11/9/1999,Medium,970342,Maylender Pond,0.035,2.02E+12,LakePond,39004,553.1511364,41,5.269607843,3.758169935,0.776143791,0.245098039,12.90849673,12.90849673,30.84150327,2.410130719,0.857843137,0.89869281,19.9754902,0,7.189542484,1.960784314,2489,2448
22739373,21.63606278,80,0,22739373,11/9/1999,3,957436,Mirror Lake,0.088,2.02E+12,390,39004,3-Dec,West Canada Creek,12,Mohawk River Basin,0,Mirror Lake,,0101HYDXXX1,,11/9/1999,Medium,957436,Mirror Lake,0.088,2.02E+12,LakePond,39004,401.342749,59,5.724098454,3.606182026,2.060675444,0.686891815,0,37.32112192,3.892386949,4.522037779,0.114481969,1.717229536,34.97424156,0,4.464796795,0.915855753,1806,1747
22739371,32.46528975,1185,H-240-127-P683A,22739371,11/9/1999,3,,,0.131,2.02E+12,390,39004,1-Dec,Mohawk River Main Stem,12,Mohawk River Basin,683A,Garoga Lake,,1201GAR0683A,,11/9/1999,Medium,,,0.131,2.02E+12,LakePond,39004,33152.86743,10950,3.789977791,0.507114799,0.075235291,0.004340498,0.124427597,45.01674709,22.67909978,16.76083135,0.272004514,0.408006771,0.570052014,0.041234727,9.180875768,0.570052014,149183,138233
22739367,526.3165266,1132,H-240-69-P563,22739367,11/9/1999,3,950866,Galway Lake,2.131,2.02E+12,390,39004,1-Dec,Mohawk River Main Stem,12,Mohawk River Basin,563,Galway Lake,,1201GAL0563,1201-0110,11/9/1999,Medium,950866,Galway Lake,2.131,2.02E+12,LakePond,39004,5975.439255,2523,6.374420227,1.231375446,0.164183393,0.020522924,0.086196281,16.59483643,43.06530394,7.572958995,0.049255018,0.644419817,10.13421992,0.283216353,12.23576735,1.543323893,26886,24363
22739365,40.09904615,1356,H-240-89-8-P664,22739365,11/9/1999,3,947448,Cork Center Reservoir,0.162,2.02E+12,390,39004,1-Dec,Mohawk River Main Stem,12,Mohawk River Basin,664,Cork Center Reservoir,,1201COR0664,1201-0120,11/9/1999,Medium,947448,Cork Center Reservoir,0.162,2.02E+12,LakePond,39004,2291.443553,183,1.905608215,0.227093207,0.009873618,0,0.098736177,25.93799368,38.99091627,19.55963665,0.315955766,1.747630332,0.118483412,0,11.03870458,0.049368088,10311,10128
22739363,13.90237082,0,,,,0,,,0,,0,0,,,,,,,,,,11/9/1999,Medium,,,0.056,2.02E+12,LakePond,39004,128.8996358,0,2.75862069,2.931034483,0.172413793,0,0,31.72413793,21.89655172,24.48275862,0,0,0.172413793,1.551724138,8.965517241,5.344827586,580,580
22746249,33.51711303,0,,,,0,,,0,,0,0,,,,,,,,,,9/29/1999,Medium,,,0.136,,SwampMarsh,46600,2571.104007,286,4.18291386,0.115207373,0.008862106,0,0,40.4023396,12.02587735,18.21162708,0.221552641,0.194966324,13.89578164,0.6292095,8.968450904,1.143211627,11570,11284
22746237,84.07379606,0,,,,0,,,0,,0,0,,,,,,,,,,9/29/1999,Medium,,,0.34,,SwampMarsh,46600,4037.519974,138,4.820279565,0.798757488,0.160860883,0.005546927,0.005546927,21.71067229,2.401819392,1.486576437,1.303527846,0.421566452,23.56889283,35.13423563,7.432882183,0.748835145,18166,18028
22746233,65.02397381,0,,,,0,,,0,,0,0,,,,,,,,,,9/29/1999,Medium,,,0.263,,SwampMarsh,46600,5329.962216,33,3.039412158,1.052104208,0.133600534,0.008350033,0.041750167,14.28273213,1.185704743,1.866232465,0.271376086,0.826653307,39.16165665,16.4746159,19.3512024,2.304609218,23985,23952
22746231,7.687864368,0,,,,0,,,0,,0,0,,,,,,,,,,9/29/1999,Medium,,,0.031,2.0501E+12,LakePond,39004,34.67101014,38,0,0,0,0,0,68.6440678,0,10.16949153,0,0,9.322033898,0,11.01694915,0.847457627,156,118
22746227,19.94612709,2305,SR-44-14-59-25-2-P5673,22746227,9/29/1999,3,,,0.081,2.0501E+12,390,39004,2-Jun,Chenango-Tioughnioga River,6,Susquehanna River Basin,5673,Unnamed Water,,0602UWB5673,,9/29/1999,Medium,,,0.081,2.0501E+12,LakePond,39004,741.4649324,74,3.310852238,0.214592275,0.030656039,0,0,30.13488657,6.560392397,5.24218271,1.961986511,0.827713059,21.76578786,19.16002452,10.36174126,0.429184549,3336,3262
22746223,9.874907434,1415,H-240-P1051A,22746223,9/29/1999,3,,,0.04,2.02E+12,390,39004,4-Dec,Oriskany Creek,12,Mohawk River Basin,1051A,Unnamed Water,,1204UWB1051A,1204-0007,9/29/1999,Medium,,,0.04,2.02E+12,LakePond,39004,59.12028663,63,17.73399015,8.374384236,1.97044335,0.985221675,0,6.403940887,7.389162562,0.492610837,0,7.389162562,0.985221675,40.88669951,5.418719212,1.97044335,266,203
22746219,32.00173644,1414,H-240-P1051,22746219,9/29/1999,3,956259,Madison Lake,0.13,2.02E+12,390,39004,4-Dec,Oriskany Creek,12,Mohawk River Basin,1051,Madison Lake,,1204MAD1051,1204-0006,9/29/1999,Medium,956259,Madison Lake,0.13,2.02E+12,LakePond,39004,686.488136,196,9.332872451,3.836847563,1.901140684,0.24196336,0,19.77186312,2.557898375,3.387487038,0.829588662,7.673695126,28.24058071,19.18423782,2.039405461,1.002419634,3089,2893
22746211,20.95989838,1129,H-240-223-P1044,22746211,9/29/1999,3,970325,Lyons Pond,0.085,2.02E+12,390,39004,4-Dec,Oriskany Creek,12,Mohawk River Basin,1044,Lyons Pond,,1204LYO1044,1204-0014,9/29/1999,Medium,970325,Lyons Pond,0.085,2.02E+12,LakePond,39004,9864.091637,383,4.397327516,1.088537406,0.327242978,0.036360331,0.006817562,27.66112172,1.324879556,2.895191346,1.049904554,2.047541133,21.52531588,32.98791019,4.083719662,0.56813017,44387,44004
22746205,7.70518445,1335,H-240-219-P982,22746205,9/29/1999,3,,,0.031,2.02E+12,390,39004,1-Dec,Mohawk River Main Stem,12,Mohawk River Basin,982,Unnamed Water,,1201UWB0982,,9/29/1999,Medium,,,0.031,2.02E+12,LakePond,39004,8378.454903,25,5.355910611,0.560008493,0.071659855,0.015924412,0,24.82085036,1.772917883,3.697117681,1.019162376,1.297839588,19.66930304,35.02043633,6.337916025,0.360953341,37703,37678
22746203,37.69932937,1333,H-240-187-1-P940A,22746203,9/29/1999,3,953591,Ilion Reservoir Number Three,0.153,2.02E+12,390,39004,1-Dec,Mohawk River Main Stem,12,Mohawk River Basin,940A,Ilion Reservoir No 3,"Ilion Reservoir #3, Unnamed Water",1201UWB0940A,1201-0198,9/29/1999,Medium,953591,Ilion Reservoir Number Three,0.153,2.02E+12,LakePond,39004,894.8909582,175,4.205607477,0.674974039,0.15576324,0,0,36.78608515,10.07268951,11.70820353,0.33748702,0.752855659,25.9086189,1.453790239,7.892004154,0.05192108,4027,3852
22746201,11.49609167,1433,H-240-P943,22746201,9/29/1999,3,953590,Ilion Reservoir Number Two,0.047,2.02E+12,390,39004,1-Dec,Mohawk River Main Stem,12,Mohawk River Basin,943,Ilion Rs No 2,,1201ILI0943,,9/29/1999,Medium,953590,Ilion Reservoir Number Two,0.047,2.02E+12,LakePond,39004,69.11549366,51,8.461538462,2.307692308,0,0,0,75.38461538,10,1.538461538,0.384615385,0.384615385,0,0,1.538461538,0,311,260
22746195,542.3194938,0,,,,0,,,0,,0,0,,,,,,,,,,9/29/1999,Medium,960232,Peterboro Swamp,2.196,,SwampMarsh,46600,2542.432393,167,4.870043467,0.42579615,0.062095272,0,0,12.42792513,1.7031846,1.046748869,1.7031846,2.191076022,28.53721281,18.50439102,27.72110352,0.807238535,11440,11273
22745689,242.2644068,0,,,,0,,,0,,0,0,,,,,,,,,,7/23/1999,Medium,,,0.981,,SwampMarsh,46600,6911.866701,207,3.188218158,1.327075579,0.077682473,0.00323677,0,12.40977504,4.974915035,17.43000486,0.064735394,0.941899984,40.21686357,0.818902735,15.54944166,2.997248746,31102,30895
22744523,456.3630112,0,,,,0,,,0,,0,0,,,,,,,,,,7/23/1999,Medium,969854,Bear Swamp,1.848,,SwampMarsh,46600,12187.1979,126,3.260531847,1.368911633,0.283286119,0.005482957,0.054829571,11.65311158,2.301014347,14.6650827,0.286941424,1.836790642,44.7592068,7.663346432,8.803801517,3.057662433,54841,54715
22744519,20.92282112,1172,H-240-102-P679,22744519,7/23/1999,3,,,0.085,2.02E+12,390,39004,1-Dec,Mohawk River Main Stem,12,Mohawk River Basin,679,Unnamed Water,,1201UWB0679,,7/23/1999,Medium,,,0.085,2.02E+12,LakePond,39004,12357.19799,156,3.237150586,1.359783589,0.281334536,0.007213706,0.054102795,11.50045086,2.272317403,14.60955816,0.284941389,1.816050496,44.87646528,7.938683499,8.726780884,3.035166817,55606,55450
22744517,10.76550169,81,0,22744517,7/23/1999,3,944524,Bowmaker Pond,0.044,2.02E+12,390,39004,1-Dec,Mohawk River Main Stem,12,Mohawk River Basin,0,Sharon Springs Water Treatment Plant,,0101HYDXXX1,,7/23/1999,Medium,944524,Bowmaker Pond,0.044,2.02E+12,LakePond,39004,736.6955849,89,2.944823311,4.525728456,3.502789833,1.456912585,0,22.8766274,4.122752635,6.292622443,0.495970242,0.588964662,33.01301922,0.960942343,14.01115933,5.207687539,3315,3226
22744515,15.0141496,1160,H-240-82-63-13-14-P589B,22744515,7/23/1999,3,946800,Clausen Pond,0.061,2.02E+12,390,39004,1-Dec,Mohawk River Main Stem,12,Mohawk River Basin,589B,Clausen Pond,,1201CLA0589B,1202-0036,7/23/1999,Medium,946800,Clausen Pond,0.061,2.02E+12,LakePond,39004,588.2434982,51,2.619414484,4.930662558,4.237288136,1.733436055,0,19.95377504,3.890600924,6.933744222,0.61633282,0.731895223,34.74576271,1.117103236,12.21109399,6.278890601,2647,2596
22744501,38.69490737,1424,H-240-P570-4-P571,22744501,7/23/1999,3,949950,Featherstonhaugh Lake,0.157,2.02E+12,390,39004,1-Dec,Mohawk River Main Stem,12,Mohawk River Basin,571,Featherstonhaugh Lake,,1201FEA0571,1201-0114,7/23/1999,Medium,949950,Featherstonhaugh Lake,0.157,2.02E+12,LakePond,39004,355.6111223,145,7.903780069,0.549828179,0,0,0,31.75257732,5.910652921,24.32989691,0,1.649484536,0.89347079,0,26.4604811,0.549828179,1600,1455
22744499,75.38327323,0,,,,0,,,0,,0,0,,,,,,,,,,7/23/1999,Medium,,,0.305,,SwampMarsh,46600,1356.22304,310,3.883997929,0.483341964,0.017262213,0,0,31.22734335,3.970308994,9.321595028,0.327982047,1.225617124,28.58622475,3.124460556,16.93423097,0.897635077,6103,5793
22744495,120.6568792,0,,,,0,,,0,,0,0,,,,,,,,,,7/23/1999,Medium,956513,Mariaville Lake,0.489,2.02E+12,LakePond,39004,2046.262135,982,7.015197568,1.993920973,0.401215805,0,0.036474164,36.38905775,6.164133739,27.24620061,0.121580547,0.85106383,4.936170213,0,14.60182371,0.243161094,9207,8225
22744491,39.23477319,0,,,,0,,,0,,0,0,,,,,,,,,,7/23/1999,Medium,,,0.159,2.02E+12,LakePond,39004,952.572899,249,5.9202378,1.263314342,0.222937825,0,0,37.80034679,5.325736933,32.42506812,0.222937825,0.47064652,6.019321278,0,10.13128561,0.198166956,4286,4037
22744487,14.94620851,1423,H-240-P570,22744487,7/23/1999,3,,,0.061,2.02E+12,390,39004,1-Dec,Mohawk River Main Stem,12,Mohawk River Basin,570,Mariaville Lake,,1201MAR0570,1201-0113,7/23/1999,Medium,,,0.061,2.02E+12,LakePond,39004,768.9965251,66,4.684737773,0.471420153,0,0,0,42.57513259,4.507955215,27.9905716,0.265173836,0.500883913,6.806128462,0,11.96228639,0.235710077,3460,3394
22744477,15.42611769,0,,,,0,,,0,,0,0,,,,,,,,,,7/23/1999,Medium,,,0.062,2.02E+12,LakePond,39004,59.34872217,85,14.83516484,13.73626374,3.846153846,0,17.58241758,7.692307692,0,20.87912088,0,0,13.73626374,0,7.692307692,0,267,182
22744465,8.789935213,1420,H-240-P5248,22744465,7/23/1999,3,,,0.036,2.02E+12,390,39004,1-Dec,Mohawk River Main Stem,12,Mohawk River Basin,5248,Unnamed Water,,1201UWB5248,,7/23/1999,Medium,,,0.036,2.02E+12,LakePond,39004,85.34568058,45,5.309734513,1.769911504,0,0,0,30.97345133,5.014749263,41.00294985,0,0.294985251,9.439528024,0,5.899705015,0.294985251,384,339
22744441,8.684812337,1357,H-240-94-3-P678A,22744441,7/23/1999,3,950364,Fonda Reservoir,0.035,2.02E+12,390,39004,1-Dec,Mohawk River Main Stem,12,Mohawk River Basin,678A,Fonda Reservoir,,1201FON0678A,1201-0123,7/23/1999,Medium,950364,Fonda Reservoir,0.035,2.02E+12,LakePond,39004,1108.053908,45,3.278688525,0.586925724,0,0,0,8.965796397,10.40275248,23.33535722,0,0.182149362,35.43817041,13.64096337,3.987047156,0.182149362,4986,4941
22744431,12.95779584,1131,H-240-69-1-P546,22744431,7/23/1999,3,,,0.052,2.02E+12,390,39004,1-Dec,Mohawk River Main Stem,12,Mohawk River Basin,546,Amsterdam Reservoir,,1201AMS0546,,7/23/1999,Medium,,,0.052,2.02E+12,LakePond,39004,2849.416858,21,4.5859375,5.1328125,4.09375,2.296875,0.171875,7.0546875,8.4765625,5.5234375,0.0703125,0.4765625,30.46875,0.015625,26.171875,5.4609375,12821,12800
22744425,9.023364222,0,,,,0,,,0,,0,0,,,,,,,,,,7/23/1999,Medium,,,0.037,2.02E+12,LakePond,39004,123.1229517,16,3.345724907,0.371747212,0,0,0,17.65799257,13.19702602,3.531598513,0.185873606,2.416356877,56.133829,2.416356877,0.743494424,0,554,538
22744423,29.90158256,0,,,,0,,,0,,0,0,,,,,,,,,,7/23/1999,Medium,952293,Harrower Pond,0.121,2.02E+12,LakePond,39004,22565.17095,2601,4.769991206,1.799233809,0.279993127,0.056605109,0.104112968,11.30788125,24.40994228,4.552668021,0.215301574,0.715650302,25.52587157,1.566748542,21.82834501,2.867655234,101532,98931
22744115,7.435739123,4107,H-240-P498,22744115,9/6/1999,3,966659,Stump Pond,0.03,2.02E+12,390,39004,1-Dec,Mohawk River Main Stem,12,Mohawk River Basin,498,Stump Pond,,1201STUP498,,9/6/1999,Medium,966659,Stump Pond,0.03,2.02E+12,LakePond,39004,49.57190299,28,28.71794872,9.230769231,2.564102564,0,0,2.564102564,0,40,0,0,0,0,16.92307692,0,223,195
22744113,12.59314503,1173,H-240-11-P496,22744113,9/6/1999,3,,,0.051,2.02E+12,390,39004,1-Dec,Mohawk River Main Stem,12,Mohawk River Basin,496,Ann Lee Pond,Shakers Pond,1201ANN0496,1201-0096,9/6/1999,Medium,,,0.051,2.02E+12,LakePond,39004,2305.197655,58,16.93978474,20.85717056,15.07805682,7.049355183,0.096964996,3.810724329,0.310287986,7.689324154,0,0.601182973,4.867642781,2.414428391,19.53844662,0.746630466,10371,10313
22744109,13.44715832,1171,H-239A-P5549,22744109,9/6/1999,3,,,0.054,2.02E+12,390,39004,1-Dec,Mohawk River Main Stem,12,Mohawk River Basin,5549,Unnamed Water,,1201UWB5549,,9/6/1999,Medium,,,0.054,2.02E+12,LakePond,39004,2909.007087,118,17.94278665,20.39478757,16.67823271,8.327550312,3.384994988,3.662579998,0.339270568,12.59927519,1.15660421,1.418767831,8.528028375,0.5860128,4.364253219,0.616855579,13087,12969
22744105,9.82978162,1418,H-240-P5007,22744105,9/6/1999,3,,,0.04,2.02E+12,390,39004,1-Dec,Mohawk River Main Stem,12,Mohawk River Basin,5007,Unnamed Water,,1201UWB5007,,9/6/1999,Medium,,,0.04,2.02E+12,LakePond,39004,30.01169179,0,0,0,0,0,0,0,0.740740741,14.81481481,0,0,4.444444444,0,71.11111111,8.888888889,135,135
60444415,14.4825949,2262,NJ-12-P1020,60444415,4/8/2009,3,957532,Monroe Ponds,0.059,2.0301E+12,390,39004,15-01,Ramapo River,15,Passaic-Newark (Ramapo River),1020,Monroe Pond,,1501MON1020,1501-0062,4/8/2009,Medium,957532,Monroe Ponds,0.059,2.0301E+12,LakePond,39004,2265.586354,452,32.35475262,11.12707863,3.500307945,0.944364607,0,42.73249846,0.174502156,1.693697393,0.359269144,0.461917471,1.324163416,0.010264833,5.122151509,0.195031821,10194,9742
22746971,234.7929103,0,,,,0,,,0,,0,0,,,,,,,,,,12/18/2001,Medium,,,0.95,,SwampMarsh,46600,1198.833114,6,5.922762718,0.204233197,0,0,0,20.57185295,0,1.021165986,0.204233197,0,3.806164129,44.20720386,23.78388414,0.278499814,5392,5386
22746957,1193.383066,3777,ONT-66-12-50-P225-2-P5598,22746957,12/18/2001,3,970696,Tamarack Swamp,4.831,,466,46600,5-Jul,Upper Seneca (Finger Lakes),7,Seneca-Oneida-Oswego River Basin,5598,Turtle Pond,,0705TUR5598,,12/18/2001,Medium,970696,Tamarack Swamp,4.831,,SwampMarsh,46600,5795.489428,50,5.046700234,0.353614944,0.046123688,0,0,23.33858631,0.349771303,1.956413115,0.172963831,0,10.10877503,40.44663105,18.00361302,0.176807472,26067,26017
22746929,444.6711531,3406,ONT-66-11-2-P5122,22746929,12/1/1999,3,,,1.801,,466,46600,3-Jul,Oneida River,7,Seneca-Oneida-Oswego River Basin,5122,Unnamed Water,,0703UWB5122,,12/1/1999,Medium,,,1.801,,SwampMarsh,46600,1027.395076,61,4.297303223,1.052400789,0.109625082,0,0.285025214,29.18219689,3.990352993,6.139004604,3.464152598,0.153475115,7.169480377,6.796755098,36.72440254,0.635825477,4622,4561
22746921,123.2784437,0,,,,0,,,0,,0,0,,,,,,,,,,12/1/1999,Medium,,,0.499,,SwampMarsh,46600,1598.39968,11,4.623955432,0.501392758,0.013927577,0,0,16.69916435,2.353760446,0.947075209,0.69637883,0.529247911,28.37047354,29.90250696,13.76044568,1.601671309,7191,7180
22746903,476.3374052,0,,,,0,,,0,,0,0,,,,,,,,,,12/1/1999,Medium,,,1.929,,SwampMarsh,46600,2057.245918,73,5.303855369,0.925724243,0.098017861,0.010890873,0.370289697,34.28446961,6.501851448,3.44151601,4.726639076,0.370289697,13.52646482,3.888041821,25.5935526,0.958396863,9255,9182
22746767,445.9333353,0,,,,0,,,0,,0,0,,,,,,,,,,12/1/1999,Medium,,,1.806,,Reservoir,43606,1134.739949,44,4.149377593,5.651057103,0.889152341,0.790357637,12.48765066,17.22979648,0.573009287,0.316143055,6.342620036,14.77968781,20.03556609,14.66113416,1.798063624,0.296384114,5105,5061
22746765,19.4961781,0,,,,0,,,0,,0,0,,,,,,,,,,12/1/1999,Medium,,,0.079,4.1402E+12,LakePond,39004,325.0460234,164,8.166409861,0.154083205,0,0,0,36.20955316,0,0,1.848998459,0.693374422,1.926040062,21.49460709,21.8798151,7.627118644,1462,1298
22746763,99.31240717,0,,,,0,,,0,,0,0,,,,,,,,,,12/1/1999,Medium,,,0.402,,Reservoir,43606,255.1844086,7,15.68799299,7.274320771,0.876424189,0,0,32.07712533,2.979842244,1.752848379,15.07449606,13.75985977,6.57318142,0,2.979842244,0.964066608,1148,1141
22746759,77.02957176,0,,,,0,,,0,,0,0,,,,,,,,,,12/1/1999,Medium,,,0.312,,Reservoir,43606,124.0384914,5,5.244122966,1.627486438,0.180831826,0,0,34.9005425,0.361663653,1.084990958,11.39240506,7.05244123,35.6238698,0,1.98915009,0.542495479,558,553
